Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,33789,CS001-46,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 255.00,R 227.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33790,CS001-48,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 265.00,R 237.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33791,CS001-50,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 275.00,R 248.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33792,CS001-52,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 290.00,R 258.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33793,CS001-54,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 299.00,R 268.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33794,CS001-56,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 315.00,R 278.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33795,CS001-58,TWO TONE CONTISUIT KHAKI/BOTTLE GREEN,,,Pioneer,Colour:,R 325.00,R 289.00,,,,,,,"TWO TONE CONTISUIT KHAKI/BOTTLE GREEN by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33796,CS002-32-44,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 235.00,R 206.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33797,CS002--46,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 255.00,R 227.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33798,CS002-48,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 269.00,R 237.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33799,CS002-50,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 279.00,R 248.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33800,CS002-52,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 298.00,R 258.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33801,CS002-54,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 305.00,R 268.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33802,CS002-56,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 315.00,R 278.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33803,CS002-58,TWO TONE CONTISUIT KHAKI/NAVY BLUE,,,Pioneer,Colour:,R 325.00,R 289.00,,,,,,,"TWO TONE CONTISUIT KHAKI/NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33804,KNS-RB-32-44,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 139.00,R 124.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33805,KNS-RB-46,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 155.00,R 136.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33806,KNS-RB-48,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 159.00,R 142.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33807,KNS-RB-50,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 169.00,R 149.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33808,KNS-RB-52,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 175.00,R 155.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33809,KNS-RB-54,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 190.00,R 170.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33810,KNS-RB-56,KONO CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 199.00,R 178.00,,,,,,,"KONO CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33811,KNS-NB-32-44,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 142.00,R 126.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33812,KNS-NB-46,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 155.00,R 139.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33813,KNS-NB-48,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 163.00,R 145.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33814,KNS-NB-50,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 169.00,R 152.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33815,KNS-NB-52,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 176.00,R 158.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33816,KNS-NB-54,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 195.00,R 174.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33817,KNS-NB-56,KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK,,,Pioneer,Colour:,R 205.00,R 181.00,,,,,,,"KONO CONTI SUITS NAVY BLUE/RED/WHITE/GREY/BLACK by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33818,CSB32-44,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 165.00,R 146.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33819,CSB46,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 180.00,R 161.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33820,CSB48,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 189.00,R 168.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33821,CSB50,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 196.00,R 179.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33822,CSB52,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 205.00,R 183.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33823,CSB54,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 215.00,R 190.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33824,CSB56,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 225.00,R 197.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33825,CSB58,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 229.00,R 205.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33826,CSB60,ROYAL BLUE CONTI SUITS POLY COTTON,,,Pioneer,Colour:,R 238.00,R 212.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33827,CSB-REF32-44,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 199.00,R 180.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33828,CSB-REF46,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 219.00,R 198.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33829,CSB-REF48,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 229.00,R 207.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33830,CSB-REF50,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 239.00,R 216.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33831,CSB-REF52,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 255.00,R 225.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33832,CSB-REF54,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 265.00,R 234.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33833,CSB-REF56,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 275.00,R 243.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33834,CSB-REF58,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 285.00,R 252.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33835,CSB-REF60,ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE,,,Pioneer,Colour:,R 295.00,R 261.00,,,,,,,"ROYAL BLUE CONTI SUITS POLY COTTON WITH REF TAPE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33836,COLORS-32-44,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 179.00,R 160.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33837,COLORS-46,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 198.00,R 176.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33838,COLORS-48,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 209.00,R 184.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33839,COLORS-50,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 215.00,R 192.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33840,COLORS-52,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 225.00,R 200.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33841,COLORS-54,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 235.00,R 208.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
