product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
1029,WH017-COVER-CL,Pioneer Replacement Visor Clear for WH017,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,"{""Colour"":""Clear""}",,,,,,,/04/1.png,,"The Pioneer Clear Replacement Visor is designed for the WH017 face shield, allowing convenient replacement of a worn or damaged visor. Its clear construction maintains full visibility during use. Suitable for users of the WH017 face shield requiring visor replacement.",Clear replacement visor designed for the WH017 face shield.,10,pioneer
1030,WH018-COVER-CL,Pioneer Replacement Visor Clear for WH018,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,"{""Colour"":""Clear""}",,,,,,,/04/1.png,,"The Pioneer Clear Replacement Visor is designed for the WH018 face shield, allowing convenient replacement of a worn or damaged visor. Its clear construction maintains full visibility during use. Suitable for users of the WH018 face shield requiring visor replacement.",Clear replacement visor designed for the WH018 face shield.,10,pioneer
1031,WH001,Flip Front Welding Helmet Standard,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001-2.jpg,,The Pioneer Standard Flip-Front Welding Helmet offers arc eye and face protection with a flip-up front for convenient transition between tasks. Its durable shell construction withstands regular welding use. Suitable for welders and fabricators requiring standard welding head protection.,Standard flip-front welding helmet for arc eye and face protection.,10,pioneer
1032,WH025,Welding Helmet for Hard Hat,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH025-1.webp,,"The Pioneer Welding Helmet for Hard Hat is designed to attach to a hard hat, providing combined head and welding face protection. Its attachment design allows quick fitting to compatible hard hats. Suitable for welders who also require standard head protection.",Welding helmet designed to attach to a hard hat for combined protection.,10,pioneer
1033,WH001-PION,Pioneer ® Premium Flipfront Welding Helmet,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001-PION-2.jpg,,The Pioneer Premium Flip-Front Welding Helmet offers enhanced arc eye and face protection with a flip-up front for convenient transition between tasks. Its premium construction provides improved durability and comfort. Suitable for welders and fabricators requiring premium welding head protection.,Pioneer Premium flip-front welding helmet for arc eye and face protection.,10,pioneer
1034,WH001-HA,Welding Helmet with Handle,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001-HA-1.webp,,The Pioneer Welding Helmet with Handle features a convenient handle for carrying and storage between uses. Its durable shell construction withstands regular welding use. Suitable for welders and fabricators requiring portable welding head protection.,Welding helmet with a handle for convenient carrying and storage.,10,pioneer
1035,WH004,Welding Lens Shade 8,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH004-scaled.webp,,"The Pioneer Welding Lens, Shade 8, provides arc eye protection suited to specific welding processes and amperages. Its shaded construction filters harmful light during welding tasks. Suitable for welders using compatible welding helmets requiring a Shade 8 lens.","Welding lens, Shade 8, for arc eye protection.",10,pioneer
1036,WH003,Welding Lens Shade 10,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH003-1.webp,,"The Pioneer Welding Lens, Shade 10, provides arc eye protection suited to specific welding processes and amperages. Its shaded construction filters harmful light during welding tasks. Suitable for welders using compatible welding helmets requiring a Shade 10 lens.","Welding lens, Shade 10, for arc eye protection.",10,pioneer
1037,WH005-11,Welding Lens Shade 11,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH005-11-1-scaled.webp,,"The Pioneer Welding Lens, Shade 11, provides arc eye protection suited to specific welding processes and amperages. Its shaded construction filters harmful light during welding tasks. Suitable for welders using compatible welding helmets requiring a Shade 11 lens.","Welding lens, Shade 11, for arc eye protection.",10,pioneer
1038,WH005,Welding Lens Shade 12,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH005-2.webp,,"The Pioneer Welding Lens, Shade 12, provides arc eye protection suited to specific welding processes and amperages. Its shaded construction filters harmful light during welding tasks. Suitable for welders using compatible welding helmets requiring a Shade 12 lens.","Welding lens, Shade 12, for arc eye protection.",10,pioneer
1039,WH006,Welding Lens Clear Glass,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH006.jpg,,The Pioneer Clear Glass Welding Lens provides arc eye protection as a cover lens for welding helmets. Its glass construction offers durability against sparks and spatter. Suitable for welders using compatible welding helmets requiring a clear cover lens.,Clear glass welding lens for arc eye protection.,10,pioneer
1040,WH006P,Welding Lens CLEAR1000-Hours,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH006P-2.png,,"The Pioneer Clear Welding Lens is rated for 1000 hours of use, providing durable arc eye protection as a cover lens for welding helmets. Its extended-life construction reduces the frequency of lens replacement. Suitable for welders using compatible welding helmets requiring a long-lasting cover lens.",Clear welding lens rated 1000 hours for arc eye protection.,10,pioneer
1041,WH001ANBK-MTB,Pioneer Opti View Non-Adjustable Helmet (Matt ),,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,"{""Colour"":""Matt Black""}",,,,,,,/04/1.png,,"The Pioneer Opti-View Non-Adjustable Welding Helmet, in matt black, offers reliable arc eye and face protection for welding tasks. Its fixed-fit design provides a straightforward, dependable solution. Suitable for welders and fabricators requiring standard welding head protection.",Pioneer Opti-View non-adjustable welding helmet in matt black.,10,pioneer
1042,WH001ABBK-MTB,Pioneer Opti View Adjustable Helmet (Matt ),,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,"{""Colour"":""Matt Black""}",,,,,,,/04/1.png,,"The Pioneer Opti-View Adjustable Welding Helmet, in matt black, offers reliable arc eye and face protection with an adjustable fit for welding tasks. Its adjustable headgear accommodates different head sizes. Suitable for welders and fabricators requiring a customised welding helmet fit.",Pioneer Opti-View adjustable welding helmet in matt black.,10,pioneer
1043,WH100-MTB,Weldarc Autodark Adjustable Helmet (Matt ),,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,"{""Colour"":""Matt Black""}",,,,,,,/04/1.png,,"The Pioneer WeldArc Auto-Darkening Adjustable Helmet, in matt black, automatically darkens upon arc detection for convenient, reliable eye protection. Its adjustable headgear accommodates different head sizes. Suitable for welders and fabricators requiring automatic eye protection.",WeldArc auto-darkening adjustable welding helmet in matt black.,10,pioneer
1044,WH001AO,Pioneer Stormtrooper Adjustbale Helmet,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001AO-2.jpg,,The Pioneer Stormtrooper Adjustable Welding Helmet provides automatic eye protection that darkens upon arc detection. Its adjustable headgear accommodates different head sizes for a secure fit. Suitable for welders and fabricators requiring automatic welding eye protection.,Pioneer Stormtrooper adjustable welding helmet for automatic eye protection.,10,pioneer
1045,WH001ANBQ,Pioneer Gladiator Adjustbale Helmet,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001ANBQ-1.jpg,,The Pioneer Gladiator Adjustable Welding Helmet provides automatic eye protection that darkens upon arc detection. Its adjustable headgear accommodates different head sizes for a secure fit. Suitable for welders and fabricators requiring automatic welding eye protection.,Pioneer Gladiator adjustable welding helmet for automatic eye protection.,10,pioneer
1046,WH001ARC,Outa Preotective Lens 110 X 90,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001ARC-1.webp,,"The Pioneer Outer Protective Lens, 110 x 90mm, is a replacement cover lens designed for welding helmets. Its protective construction shields the primary lens from sparks and spatter. Suitable for welders using compatible welding helmets requiring lens replacement.","Outer protective lens, 110 x 90mm, for welding helmets.",10,pioneer
1047,WH001LENS1,Inner Protective Lens 95 X 50,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001LENS1.png,,"The Pioneer Inner Protective Lens, 95 x 50mm, is a replacement lens designed for welding helmets. Its protective construction maintains clear vision during welding tasks. Suitable for welders using compatible welding helmets requiring lens replacement.","Inner protective lens, 95 x 50mm, for welding helmets.",10,pioneer
1048,WH001LENS2,Outa Preotective Lens 102 X 40,,"eye-protection-safety-wear-and-equipment, safety-wear-and-equipment",,Pioneer,pioneer,,,,,,,,,,,/02/WH001LENS2-1.jpg,,"The Pioneer Outer Protective Lens, 102 x 40mm, is a replacement cover lens designed for welding helmets. Its protective construction shields the primary lens from sparks and spatter. Suitable for welders using compatible welding helmets requiring lens replacement.","Outer protective lens, 102 x 40mm, for welding helmets.",10,pioneer
1049,G061,"Cut Master Challenger Cut LV5, Leather Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G061-1.jpg,,"The Pioneer Cut Master Challenger Glove features a leather palm and is rated Cut Level 5 for demanding handling tasks. Its leather construction offers durability alongside certified cut resistance. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Challenger glove with a leather palm, Cut Level 5.",10,pioneer
1050,G062,"Cut Master Puralite Cut LV5,PU Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G062-2.jpg,,"The Pioneer Cut Master Puralite Glove features a PU palm and is rated Cut Level 5 for demanding handling tasks. Its lightweight PU coating offers durability alongside certified cut resistance. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Puralite glove with a PU palm, Cut Level 5.",10,pioneer
1051,G065,"Cut Master Gripa Cut LV5, Crinkle Latex Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G065-1.jpg,,"The Pioneer Cut Master Gripa Glove features a crinkle latex palm and is rated Cut Level 5 for demanding handling tasks. Its textured latex coating offers enhanced grip alongside certified cut resistance. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Gripa glove with a crinkle latex palm, Cut Level 5.",10,pioneer
1052,G118,"Cut Master Volcano Cut LV5, Fully Kevlar with Latex Coated",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G124S-1.jpg,,"The Pioneer Cut Master Volcano Glove is fully Kevlar with a latex coating, rated Cut Level 5, for maximum cut protection during demanding tasks. Its fully-coated construction offers comprehensive protection and grip. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Volcano glove, fully Kevlar with latex coating, Cut Level 5.",10,pioneer
1053,G125,"Cut Master Maxi-Fit Glove Cut LV3 18G, Foamed Nitrile Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G131-2.jpg,,"The Pioneer Cut Master Maxi-Fit Glove features an 18-gauge foamed nitrile palm, rated Cut Level 3, for comfortable, dexterous handling. Its fine-gauge liner provides a close, precise fit. Suitable for assembly, warehousing and general handling tasks requiring moderate cut protection.","Cut Master Maxi-Fit glove, 18-gauge foamed nitrile palm, Cut Level 3.",10,pioneer
1054,G115,Cut Master Viking Glove Cut LV3 Fully Nitirle Coated with Verclo Cuff,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G123-1.webp,,"The Pioneer Cut Master Viking Glove is fully nitrile coated with a Velcro cuff, rated Cut Level 3, for secure, durable handling protection. Its Velcro cuff ensures a snug, adjustable fit. Suitable for construction, warehousing and general industrial handling tasks.","Cut Master Viking glove, fully nitrile coated with Velcro cuff, Cut Level 3.",10,pioneer
1055,G136,Cut Resist Glove PU Palm Cut LV 3,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/04/1.png,,"The Pioneer Cut Resist Glove features a grey PU palm, rated Cut Level 3, for comfortable handling protection. Its lightweight PU coating offers durability alongside certified cut resistance. Suitable for assembly, warehousing and general handling tasks.","Cut Resist glove with a grey PU palm, Cut Level 3.",10,pioneer
1056,G117,Cut Master Alex Cut LV 3 Extended Cuff Reinforced Between Thumb and Index Finger,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G124O-2.jpg,,"The Pioneer Cut Master Alex Glove features an extended, reinforced cuff between the thumb and index finger, rated Cut Level 3, for enhanced durability. Its reinforced construction targets a common wear point on handling gloves. Suitable for construction, warehousing and general industrial handling tasks.","Cut Master Alex glove with an extended, reinforced thumb-index cuff, Cut Level 3.",10,pioneer
1057,G137,Cut Master Nitri-Gripa Cut LV 5 Palm Dipped,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G142-1.webp,,"The Pioneer Cut Master Nitri-Gripa Glove, palm-dipped, is rated Cut Level 5 for demanding handling tasks. Its palm-dipped nitrile coating provides targeted grip and cut protection. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Nitri-Gripa glove, palm-dipped, Cut Level 5.",10,pioneer
1058,G138,Cut Master Nitri-Gripa Cut LV 5 3/4 Dipped,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G143-2.jpg,,"The Pioneer Cut Master Nitri-Gripa Glove, 3/4-dipped, is rated Cut Level 5 for demanding handling tasks. Its 3/4-dipped nitrile coating extends coverage further up the hand than a palm-dipped design. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Nitri-Gripa glove, 3/4-dipped, Cut Level 5.",10,pioneer
1059,G139,Cut Master Nitri-Gripa Cut LV 5 Fully Dipped,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G144-2.jpg,,"The Pioneer Cut Master Nitri-Gripa Glove, fully dipped, is rated Cut Level 5 for demanding handling tasks. Its fully-dipped nitrile coating provides complete coverage and cut protection. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Nitri-Gripa glove, fully dipped, Cut Level 5.",10,pioneer
1060,G140,Cut Master Satho Glove LV5,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""10""}",,,,,,,/02/G145-L-2.jpg,,"The Pioneer Cut Master Satho Glove, size 10, is rated Cut Level 5 for demanding handling tasks. Its durable construction provides reliable cut protection. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Satho glove, size 10, Cut Level 5.",10,pioneer
1061,G141,Cut Master Satho-Inpax Glove LV5,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""10""}",,,,,,,/02/G145-XL-2.jpg,,"The Pioneer Cut Master Satho-Inpax Glove, size 10, is rated Cut Level 5 for demanding handling tasks. Its durable construction provides reliable cut protection with added grip. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Satho-Inpax glove, size 10, Cut Level 5.",10,pioneer
1062,G063,Cut Master Scabbard Pro Sleeve Cut LV5 Sell Per Pair,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""36CM""}",,,,,,,/02/G063-2.jpg,,"The Pioneer Cut Master Scabbard Pro Sleeve, 36cm, is rated Cut Level 5 and sold per pair for extended forearm protection. Its sleeve design covers the forearm beyond standard glove coverage. Suitable for metalworking, glass handling and other high-risk cutting environments.","Cut Master Scabbard Pro sleeve, 36cm, Cut Level 5, sold per pair.",10,pioneer
1062,G069,Cut Master Scabbard Pro Sleeve Cut LV5 Sell Per Pair,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""60CM""}",,,,,,,/02/G069-2.jpg,,"The Pioneer Cut Master Scabbard Pro Sleeve, 60cm, is rated Cut Level 5 and sold per pair for extended forearm protection. Its longer sleeve design covers a greater area of the forearm. Suitable for metalworking, glass handling and other high-risk cutting environments requiring extended coverage.","Cut Master Scabbard Pro sleeve, 60cm, Cut Level 5, sold per pair.",10,pioneer
1063,G124O-O,Bladexmax™ Cut Ansi LV5,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pioneer BladexMax Orange Glove is rated Cut Level 5 (ANSI) for demanding handling tasks. Its certified construction provides reliable cut protection with a distinctive orange finish. Suitable for metalworking, glass handling and other high-risk cutting environments.",BladexMax orange glove rated Cut Level 5 (ANSI).,10,pioneer
1063,G124S-SV,Bladexmax™ Cut Ansi LV5,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Colour"":""Silver""}",,,,,,,/04/1.png,,"The Pioneer BladexMax Silver Glove is rated Cut Level 5 (ANSI) for demanding handling tasks. Its certified construction provides reliable cut protection with a distinctive silver finish. Suitable for metalworking, glass handling and other high-risk cutting environments.",BladexMax silver glove rated Cut Level 5 (ANSI).,10,pioneer
1064,G122,"Pioneer Maxmac Inpax Glove Cut Ansi LV5, 8G, Sandy Nitirle Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G126-2.jpg,,"The Pioneer MaxMac Inpax Glove features an 8-gauge sandy nitrile palm, rated Cut Level 5 (ANSI), for durable, high-grip handling protection. Its sandy-textured coating enhances grip in dry and lightly oiled conditions. Suitable for metalworking, construction and other high-risk cutting environments.","Pioneer MaxMac Inpax glove, 8-gauge sandy nitrile palm, Cut Level 5 (ANSI).",10,pioneer
1065,G121,"Pioneer Maxmac EVA Glove Cut LV5, Vibro Palm, Extended Cuff New",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G125-2.jpg,,"The Pioneer MaxMac EVA Glove features a vibro palm and extended cuff, rated Cut Level 5, for demanding handling tasks involving vibrating tools. Its vibro-dampening palm helps reduce hand fatigue. Suitable for construction, metalworking and industrial environments involving vibrating tools.","Pioneer MaxMac EVA glove with a vibro palm and extended cuff, Cut Level 5.",10,pioneer
1066,G129,"Pioneer Maxmac Iron Hand Glove Cut LV5,13G, Knuckle Nitrile Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G134-2.jpg,,"The Pioneer MaxMac Iron Hand Glove features a 13-gauge knuckle nitrile palm, rated Cut Level 5, for durable handling protection with knuckle coverage. Its extended coating protects the back of the hand as well as the palm. Suitable for metalworking, construction and other high-risk cutting environments.","Pioneer MaxMac Iron Hand glove, 13-gauge knuckle nitrile palm, Cut Level 5.",10,pioneer
1067,G130,"Pioneer Maxmac Tough Hand Glove, 13G, Sandy Nitrile Palm",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G136-2.jpg,,"The Pioneer MaxMac Tough Hand Glove features a 13-gauge sandy nitrile palm for durable, high-grip general handling protection. Its sandy-textured coating enhances grip in dry and lightly oiled conditions. Suitable for construction, warehousing and general industrial handling tasks.","Pioneer MaxMac Tough Hand glove, 13-gauge sandy nitrile palm.",10,pioneer
1068,G103,Pioneer Maxmac Miner Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G106-2-scaled.webp,,"The Pioneer MaxMac Miner Glove offers durable general-purpose hand protection designed for mining and heavy industrial tasks. Its rugged construction withstands demanding daily use. Suitable for mining, quarrying and heavy industrial environments.",Pioneer MaxMac Miner glove for durable general-purpose hand protection.,10,pioneer
1069,G131,Pioneer Maxmac Pion-Vert Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G137-2.jpg,,"The Pioneer MaxMac Pion-Vert Glove offers durable general-purpose hand protection for a range of industrial tasks. Its rugged construction withstands demanding daily use. Suitable for construction, warehousing and general industrial handling applications.",Pioneer MaxMac Pion-Vert glove for durable general-purpose hand protection.,10,pioneer
1070,G132,Pioneer Maxmac Engineman Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G138-1.webp,,"The Pioneer MaxMac Engineman Glove offers durable general-purpose hand protection designed for engineering and maintenance tasks. Its rugged construction withstands demanding daily use. Suitable for engineering, maintenance and general industrial handling applications.",Pioneer MaxMac Engineman glove for durable general-purpose hand protection.,10,pioneer
1071,G123,Pioneer Maxmac Typhon Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G128-1-scaled.webp,,"The Pioneer MaxMac Typhon Glove offers durable general-purpose hand protection for a range of industrial tasks. Its rugged construction withstands demanding daily use. Suitable for construction, warehousing and general industrial handling applications.",Pioneer MaxMac Typhon glove for durable general-purpose hand protection.,10,pioneer
1072,G142,Pioneer Maxmac Multi Glove LV5,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""10""}",,,,,,,/02/G146-L-2.jpg,,"The Pioneer MaxMac Multi Glove, Cut Level 5, size 10, offers versatile hand protection suited to a range of handling tasks. Its certified cut-resistant construction provides reliable protection. Suitable for metalworking, construction and other high-risk cutting environments.","Pioneer MaxMac multi-purpose glove, Cut Level 5, size 10.",10,pioneer
1073,G148,Pioneer Nitro-Chem Tripple Dipped Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G200-2.jpg,,"The Pioneer Nitro-Chem Triple-Dipped Glove offers durable chemical-resistant hand protection through a triple-dipped construction. Its multiple coating layers provide enhanced barrier protection against hazardous substances. Suitable for chemical processing, cleaning and industrial environments requiring chemical-resistant gloves.",Nitro-Chem triple-dipped glove for durable chemical-resistant hand protection.,10,pioneer
1074,G604,Pioneer Nitrile House Hold Glove (Jkl),,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G631-2.jpg,,"The Pioneer Nitrile Household Glove, blue, offers comfortable, non-slip protection for cleaning tasks. Its durable nitrile construction provides a reliable barrier against water and household chemicals. Suitable for domestic cleaning, food preparation and light commercial cleaning applications.","Blue nitrile household glove for comfortable, non-slip cleaning tasks.",10,pioneer
1075,G605,Pioneer Bi-Color Neolatex Glove (Kmlpst),,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G804-1.jpg,,"The Pioneer Bi-Colour Neolatex Glove offers durable general-purpose hand protection in a distinctive two-colour design. Its neolatex construction provides a flexible, comfortable fit. Suitable for warehousing, construction and general industrial handling applications.",Bi-colour neolatex glove for durable general-purpose hand protection.,10,pioneer
1076,G606,Pioneer Flock Lined Rubber Glove (Akl),,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G1025-1.webp,,"The Pioneer Flock-Lined Rubber Glove, black, features a soft flock lining for comfortable, non-slip protection during cleaning tasks. Its durable rubber construction provides a reliable barrier against water and household chemicals. Suitable for domestic cleaning, food preparation and light commercial cleaning applications.","Flock-lined black rubber glove for comfortable, non-slip cleaning tasks.",10,pioneer
1077,G048,Pioneer Flex Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G048.webp,,"The Pioneer Flex Lime Glove offers durable general-purpose hand protection in a distinctive lime colourway. Its flexible construction provides a comfortable fit for handling tasks. Suitable for warehousing, construction and general industrial handling applications.",Flex lime glove for durable general-purpose hand protection.,10,pioneer
1078,G019,Pioneer Flex Nitrox Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G019-2.jpg,,"The Pioneer Flex Nitrox Glove offers durable general-purpose hand protection with a flexible nitrile-based construction. Its comfortable fit suits a range of handling tasks. Suitable for warehousing, construction and general industrial handling applications.",Flex Nitrox glove for durable general-purpose hand protection.,10,pioneer
1079,G057,Pioneer Flex Handyman Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G057.webp,,"The Pioneer Flex Handyman Glove offers durable general-purpose hand protection designed for everyday maintenance and handyman tasks. Its flexible construction provides a comfortable fit. Suitable for maintenance, warehousing and general industrial handling applications.",Flex Handyman glove for durable general-purpose hand protection.,10,pioneer
1080,G111,Pioneer Flex Dura-WAK Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G117-2.jpg,,"The Pioneer Flex Dura-Wak Glove offers durable general-purpose hand protection with a flexible, wear-resistant construction. Its comfortable fit suits a range of handling tasks. Suitable for warehousing, construction and general industrial handling applications.",Flex Dura-Wak glove for durable general-purpose hand protection.,10,pioneer
1081,G113,Pioneer Flex Snug-Pluz Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G121-2.jpg,,"The Pioneer Flex Snug-Pluz Glove offers durable general-purpose hand protection with a snug, comfortable fit. Its flexible construction suits a range of handling tasks. Suitable for warehousing, construction and general industrial handling applications.",Flex Snug-Pluz glove for durable general-purpose hand protection.,10,pioneer
1082,G074,Pioneer Flex Thermo-Grip Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G074-2.jpg,,The Pioneer Flex Thermo-Grip Glove offers durable general-purpose hand protection combined with a thermal-grip coating for cooler conditions. Its flexible construction provides a comfortable fit. Suitable for outdoor construction and general industrial handling applications in cooler weather.,Flex Thermo-Grip glove for durable general-purpose hand protection.,10,pioneer
1083,G112,Pioneer Flex Hytouch Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G118-2.jpg,,"The Pioneer Flex Hytouch Glove offers durable general-purpose hand protection with a flexible, tactile-friendly construction. Its comfortable fit suits precision and general handling tasks. Suitable for warehousing, construction and general industrial handling applications.",Flex Hytouch glove for durable general-purpose hand protection.,10,pioneer
1084,G109,Pioneer Flex LOTUS172 Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G114-2.jpg,,"The Pioneer Flex Lotus172 Glove offers durable general-purpose hand protection with a flexible construction suited to everyday handling tasks. Its comfortable fit supports extended wear. Suitable for warehousing, construction and general industrial handling applications.",Flex Lotus172 glove for durable general-purpose hand protection.,10,pioneer
1085,G128,Pioneer Flex Tank Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G133-2.webp,,"The Pioneer Flex Tank Glove offers durable general-purpose hand protection built for tough, demanding handling tasks. Its rugged, flexible construction withstands regular industrial use. Suitable for construction, warehousing and general industrial handling applications.",Flex Tank glove for durable general-purpose hand protection.,10,pioneer
1086,G114,Pioneer Flex Oilgripa Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G122-2.jpg,,"The Pioneer Flex Oilgripa Glove offers durable hand protection with enhanced grip for handling oily or greasy materials. Its flexible construction provides a comfortable fit. Suitable for automotive, engineering and maintenance environments involving oil and grease.",Flex Oilgripa glove for durable general-purpose hand protection.,10,pioneer
